userId,movieId,rating,timestamp
1,47,5,964983815
1,70,3,964982400
1,151,5,964984041
1,543,4,964981179
1,552,4,964982653
1,592,4,964982271
1,1023,5,964982681
1,1031,5,964982653
1,1089,5,964982951
1,1377,3,964982653
1,1552,4,964982620
1,1676,3,964982620
1,1777,4,964981230
1,1927,5,964981497
1,2005,5,964981710
1,2090,5,964982838
1,2093,3,964981710
1,2141,5,964982838
1,2502,5,964981278
1,2528,3,964982328
1,2644,4,964983393
1,2858,5,964980868
1,2948,5,964982191
1,2997,4,964980896
1,3450,5,964981144
1,3809,4,964981220
2,318,3,1445714835
2,68157,4,1445715154
2,112552,4,1445714882
3,1093,0,1306463627
3,2288,4,1306463631
3,2424,0,1306464293
3,5919,5,1306463825
4,247,3,986848894
4,910,5,945173989
4,1094,3,964538500
4,1103,5,964539723
4,1183,1,964778513
4,1199,2,945078967
4,1250,5,945174008
4,1304,3,945078467
4,1732,4,945079889
4,1734,3,964539357
4,1834,5,945174134
4,1947,5,945079653
4,2203,4,945079729
4,2351,4,945078467
4,3044,5,945079920
4,3365,5,964538329
4,3538,2,986849212
4,4896,4,1007574532
5,50,4,847434881
5,296,5,847434748
5,357,2,847435238
5,367,4,847435129
5,527,5,847434960
5,531,4,847435258
5,589,3,847435258
5,596,5,847435292
6,50,1,845553381
6,104,4,845554349
6,112,4,845553994
6,113,3,845556257
6,159,3,845555006
6,204,3,845553619
6,209,3,845556106
6,212,4,845556181
6,252,4,845553619
6,261,4,845553695
6,279,3,845555436
6,312,1,845555151
6,314,5,845554603
6,348,3,845553938
6,354,4,845555402
6,381,3,845553994
6,426,3,845554551
6,475,4,845554099
6,494,3,845554176
6,502,3,845554455
6,711,4,845555317
6,719,2,845555694
6,801,3,845556194
7,750,4,1106636810
7,1101,4,1106635502
7,4306,4,1106635524
7,4370,4,1106712869
7,4874,3,1106635738
7,5378,0,1106635735
7,5618,5,1106713586
7,6539,4,1106636584
7,8957,4,1106636098
7,8984,4,1106636101
7,30816,2,1107127004
7,32587,4,1128486479
7,33162,4,1116550784
8,10,2,839463509
8,50,5,839463644
8,110,3,839463527
8,208,3,839463509
8,380,5,839463422
9,2023,3,1044656650
9,2300,5,1044657072
10,912,4,1455302254
10,2571,0,1455356378
10,2762,0,1455356388
10,6155,3,1455357557
10,6377,4,1455306101
10,33145,3,1455398153
10,49286,5,1455357502
10,60950,2,1455301965
10,73017,3,1455356691
10,84374,4,1455357730
10,92259,5,1455301553
11,110,5,902154266
11,480,4,902154383
11,648,4,902154514
11,780,4,902154487
11,1391,1,902154685
11,1608,4,902154316
11,1882,2,901200143
12,256,5,1247263375
12,2572,5,1247263689
12,6942,5,1247264138
13,1198,5,987456848
13,2571,5,987457007
13,3827,4,987895952
14,282,5,835441239
14,318,3,835441042
14,480,3,835441262
14,552,3,835441558
14,592,2,835440976
15,296,4,1510571877
15,527,5,1510571982
15,589,5,1510572012
15,1527,3,1510572660
15,69757,4,1299425345
15,89745,2,1510572842
15,110102,2,1510573153
15,122924,1,1510573305
16,204,2,1377476617
16,296,3,1377477302
16,745,4,1377476943
16,1247,4,1377477535
16,1267,4,1377477387
16,2490,3,1377476611
16,2723,4,1377476594
16,2959,4,1377476874
16,4011,3,1377477891
16,4878,4,1377477936
16,27773,4,1377477507
16,58559,4,1377476817
17,296,5,1305696455
17,750,4,1307262443
17,1213,4,1305696699
17,1240,5,1305696931
17,1466,3,1322629229
17,1967,4,1305696313
17,6350,5,1322628881
17,27773,4,1322628790
17,60069,4,1305696839
18,32,4,1455209840
18,180,4,1455617692
18,223,4,1455617470
18,466,2,1459946776
18,541,4,1456745325
18,653,3,1456955524
18,780,4,1455209824
18,1089,4,1455051391
18,1198,4,1455049377
18,1209,5,1455050528
18,1784,4,1456672335
18,2002,4,1456395560
18,2291,4,1455748560
18,2542,4,1456584499
18,2706,4,1455231410
18,2997,4,1455231386
18,3275,4,1455617700
18,3949,4,1455529881
18,3994,2,1455231481
18,4728,3,1457005711
18,4816,3,1456919460
18,4963,4,1455209694
18,5459,2,1455050758
18,5464,4,1458669462
18,5816,4,1456923936
18,5903,4,1456832424
18,6333,4,1464994734
18,6539,4,1455049808
18,6934,3,1455750324
18,7018,4,1486854151
18,8368,4,1456923938
18,8665,4,1455749019
18,26614,4,1485297353
18,30793,4,1455050800
18,36519,3,1455051042
18,45499,4,1455231957
18,55118,4,1469995045
18,57528,2,1456924845
18,60040,4,1455529605
18,64197,4,1500585017
18,64839,4,1455749206
18,65596,4,1470088658
18,72378,3,1455529598
18,73017,4,1455749266
18,74789,4,1455051099
18,76175,2,1456924918
18,85354,4,1470173519
18,87232,4,1455051166
18,91529,4,1455050185
18,98585,4,1517686559
18,102445,4,1455051113
18,103253,4,1478381466
18,112183,4,1466968168
18,116797,4,1455050523
18,117176,4,1473004722
18,145283,4,1466508318
18,150548,4,1455828926
18,164179,3,1517508124
18,185135,4,1534007332
19,2,3,965704331
19,47,3,965710720
19,118,3,965708217
19,153,2,965707889
19,235,4,965705784
19,260,4,965704248
19,353,5,965711267
19,372,1,965706507
19,435,2,965703973
19,445,2,965706907
19,472,2,965707518
19,494,2,965711156
19,512,2,965703885
19,551,5,965706163
19,606,2,965705362
19,798,2,965710019
19,810,1,965704375
19,830,2,965707016
19,852,4,965706209
19,881,1,965707137
19,933,4,965705982
19,1032,1,965709068
19,1073,4,965704248
19,1077,3,965703605
19,1081,2,965706389
19,1256,4,965705619
19,1391,3,965703997
19,1679,2,965702660
19,1754,2,965711237
19,1806,2,965706683
19,1862,1,965704079
19,1923,4,965705784
19,2012,3,965703915
19,2118,2,965711106
19,2169,2,965707889
19,2243,2,965706114
19,2253,4,965704355
19,2294,3,965709068
19,2335,3,965707576
19,2338,1,965705347
19,2423,4,965706337
19,2465,1,965705405
19,2572,3,965706365
19,2642,1,965704033
19,2701,1,965704111
19,2706,3,965706636
19,2709,2,965707101
19,2754,1,965705405
19,2791,2,965705802
19,2840,2,965711793
19,3031,2,965708339
19,3039,3,965706092
19,3114,2,965705725
19,3146,1,965703084
19,3203,2,965710957
19,3219,2,965711529
19,3254,2,965706967
19,3269,2,965703940
19,3301,2,965703061
19,3394,3,965707983
19,3396,5,965705896
19,3479,3,965704304
19,3483,2,965704652
19,3534,2,965703269
19,3584,2,965711794
19,3622,3,965706114
19,3698,2,965703756
19,3754,4,965702777
19,3770,2,965703915
19,3802,2,965704079
19,3837,1,965704999
20,13,4,1054038425
20,899,4,1054147395
20,914,4,1054036277
20,986,4,1054038204
20,1022,4,1054038135
20,1031,3,1054038326
20,2054,2,1054036164
20,2081,5,1054038138
20,2770,2,1054036192
20,3157,3,1054038435
20,3408,4,1054037151
20,3977,4,1054147198
20,4226,4,1054037196
20,4344,4,1054147210
20,4378,4,1054037158
20,4449,2,1054037667
20,4641,3,1054037434
20,5418,3,1054037279
20,5445,4,1054037115
20,5693,4,1054147413
20,6297,4,1054036670
21,733,4,1412967983
21,1230,2,1418932215
21,1722,5,1376823419
21,2011,5,1417378095
21,2376,4,1376823423
21,2403,2,1441393000
21,2716,4,1407617856
21,2948,4,1403460596
21,2953,3,1500701906
21,2993,4,1403460828
21,3635,4,1403459821
21,3639,4,1403459833
21,3697,2,1468113456
21,4306,4,1418932197
21,4993,2,1419025153
21,7701,2,1419794804
21,8972,4,1421521732
21,32587,3,1468113492
21,34150,3,1468113542
21,40629,2,1418926598
21,47997,5,1500701943
21,51662,4,1452052044
21,53322,4,1403637459
21,58559,4,1376823495
21,68791,4,1468113374
21,72378,4,1468113532
21,73017,2,1419795394
21,78469,4,1468113385
21,80463,3,1419025199
21,82202,4,1427558240
21,85259,4,1418932202
21,95510,4,1441826957
21,96079,4,1419795339
21,103228,4,1403460734
21,103335,4,1403460687
21,106696,4,1403460685
21,106918,4,1403459951
21,107141,4,1403460679
21,108932,1,1468113609
21,114180,4,1468113309
21,114818,1,1419794281
21,116823,4,1452051997
21,119155,4,1419794090
21,134393,2,1439752061
21,164179,4,1500701551
21,173307,0,1500701120
22,2968,3,1268726071
22,3489,5,1268726106
22,5464,2,1268727450
22,5669,4,1268726814
22,5673,0,1268727068
22,8798,4,1268726866
22,30749,0,1268726523
22,33794,2,1268726623
22,37733,2,1268726871
22,59315,0,1268727313
22,60950,1,1268727036
22,66097,2,1268726278
23,58,3,1107164183
23,1233,5,1107162927
23,1274,4,1107163495
23,2019,3,1107164361
23,2686,4,1107164093
23,2730,2,1107164153
23,7123,4,1107164119
24,6,4,1458941767
24,1396,4,1458941841
24,2421,4,1458941291
24,2916,4,1458941823
24,4489,4,1458943981
24,5445,3,1458941621
24,7143,4,1458941625
24,64957,4,1458941955
24,64969,3,1458941086
24,72011,4,1458943976
24,102407,4,1458941328
25,3578,5,1535470497
25,59315,4,1535470521
25,68954,5,1535470493
25,176371,4,1535470469
26,150,3,836950245
26,380,3,836950245
27,158,2,962685387
27,260,4,962686637
27,480,4,962685912
27,911,5,965149512
27,1196,4,962686386
27,1588,2,962685470
27,1920,2,962685711
27,2085,3,965149586
27,2094,4,965150412
27,2687,4,962685387
27,2709,3,962685711
27,3104,4,965150213
27,3350,4,965149469
27,3479,4,965149969
27,3654,4,962686529
28,32,4,1234335329
28,50,4,1234337966
28,290,3,1234570350
28,349,3,1234516073
28,592,2,1234516064
28,733,1,1234516070
28,1120,3,1234334932
28,1136,4,1234338716
28,1208,3,1234516758
28,1249,4,1234515648
28,2490,4,1234516086
28,2502,2,1234338784
28,3020,3,1242032934
28,3033,3,1277002147
28,3328,4,1242288907
28,3911,3,1234334923
28,4017,3,1242290247
28,4027,4,1242031777
28,4251,2,1237619121
28,4878,4,1234335490
28,5152,4,1234340571
28,5418,4,1234569648
28,5446,3,1237619224
28,5632,3,1234515119
28,5682,2,1242108379
28,5903,3,1234572104
28,6281,2,1242290481
28,6378,2,1242290221
28,6548,2,1242290928
28,6870,3,1236228466
28,7706,4,1235975729
28,8493,3,1237619403
28,8644,4,1234516108
28,8982,3,1242288165
28,31101,3,1234570410
28,33004,3,1277002101
28,37386,4,1277002259
28,37739,3,1235806532
28,40629,2,1236313806
28,41569,2,1242290573
28,44191,3,1234515844
28,48385,4,1242290334
28,48780,2,1234338427
28,49822,3,1242289880
28,52952,4,1234338058
28,53550,2,1234337605
28,54286,4,1234338764
28,54962,2,1234340488
28,55094,4,1234570629
28,56174,4,1277001923
28,56587,3,1242289053
28,59129,2,1234853569
28,59315,4,1234338546
28,60943,4,1234336526
28,61132,2,1242290318
28,61628,2,1234853784
28,70336,2,1277002289
29,296,4,1362016789
29,750,4,1310788122
29,914,4,1362016608
29,1100,4,1307905898
29,1385,2,1307905878
29,2872,4,1307905862
29,3441,4,1307906080
29,26554,4,1309069525
29,48516,4,1308084039
29,64620,4,1310804277
29,98961,4,1362016565
30,59315,5,1500370444
30,116823,4,1500370376
31,141,4,850466616
31,344,3,850467365
31,377,5,850467368
31,1198,4,850467408
31,1200,3,850467408
31,1240,4,850467408
31,1246,3,850467468
31,1282,5,850467485
32,62,3,856736119
32,327,3,856737165
32,592,5,856737044
32,880,3,856736405
32,1084,4,856737338
32,1224,3,856737338
32,1438,3,856736639
33,580,1,939715414
33,588,5,939646939
33,838,5,939716327
33,1060,5,939646733
33,1476,3,939715749
33,1617,5,939646982
33,1885,4,939715369
33,2080,4,940422746
33,2336,2,939646982
34,70,4,1162048002
34,4246,4,1162048053
34,4874,1,1162050046
34,4973,4,1162049117
34,5378,4,1162048024
34,6333,5,1162048745
34,8622,2,1163954952
34,26606,4,1163954565
35,342,4,830939941
36,544,3,1100803734
36,904,4,1100803350
36,3270,2,1100803853
36,5464,2,1100803567
36,6662,3,1100803749
37,292,4,845239483
37,316,5,845239442
37,380,2,845239388
37,590,4,845239388
38,235,4,841341515
38,237,3,841341680
38,246,5,841341715
38,292,3,841341248
38,350,4,841341428
38,356,3,841341271
38,357,5,841341428
38,367,2,841341341
38,380,3,841341163
38,590,4,841341161
38,593,3,841341220
38,648,4,841341618
39,47,3,974789632
39,457,4,974789432
39,593,5,974788030
39,594,3,974788841
39,1198,4,974789111
39,1291,5,974789327
39,1387,5,974787836
39,1527,2,974787510
39,1584,5,974787637
39,1907,2,974788976
39,1967,4,974789854
39,2762,5,974788030
39,3793,4,974787637
40,19,2,832059137
40,62,5,832059339
40,199,3,832060204
40,203,5,832059474
40,205,4,832060230
40,296,5,832058854
40,308,5,832059658
40,364,5,832059644
41,296,5,1458933695
41,1225,4,1459367677
41,1265,3,1459367661
41,3081,3,1458938954
41,4022,5,1459367696
41,4816,5,1459367618
41,5618,4,1458939566
41,47099,4,1459367548
41,48394,3,1458933746
41,50872,4,1458939664
41,51662,2,1459368610
41,66097,4,1459368463
41,86781,4,1459367523
41,91529,1,1458939520
41,93840,2,1458943554
41,125916,0,1458940245
42,19,2,996256258
42,144,4,996220026
42,195,3,996219752
42,252,4,996220225
